id,file,effectTime,aoeTime,objectType,color,x,y,radius,damage,hangTime,effectIndex,aoeIndex
log1,aoelog 3.txt,1624737992.8767204,1624737994.5914025,24860,-65536,59.711254,21.340664,7.0,125,1.7146821022033691,35,7
log1,aoelog 3.txt,1624737997.2813838,1624737998.77396,24860,-65536,72.134346,12.95607,7.0,125,1.4925763607025146,36,9
log1,aoelog 3.txt,1624737997.2813838,1624737998.77396,24860,-65536,69.842224,12.752567,7.0,125,1.4925763607025146,37,7
log1,aoelog 3.txt,1624737997.2813838,1624737998.77396,24860,-65536,69.842224,12.752567,7.0,125,1.4925763607025146,38,7
log1,aoelog 3.txt,1624738014.1431966,1624738015.625741,24860,-65536,66.483582,11.50257,7.0,125,1.4825444221496582,45,7
log1,aoelog 3.txt,1624738014.1441941,1624738015.6347613,24860,-65536,66.483582,11.50257,7.0,125,1.4905672073364258,46,7
log1,aoelog 3.txt,1624738015.9459257,1624738017.4270523,8933,-65536,72.447426,7.753816,2.0,100,1.4811265468597412,47,7
log1,aoelog 3.txt,1624738032.193513,1624738033.6729062,24860,-65536,42.5,14.99,7.0,125,1.4793932437896729,50,8
log1,aoelog 3.txt,1624738032.2004936,1624738033.671867,24860,-65536,57.871185,30.221001,7.0,125,1.4713733196258545,51,7
log1,aoelog 3.txt,1624738033.4025865,1624738034.886109,24860,-65536,58.1688,30.221001,7.0,125,1.483522653579712,53,7
log1,aoelog 3.txt,1624738034.6000826,1624738036.0813653,24860,-65536,53.5,9.777886,7.0,125,1.4812827110290527,54,7
log1,aoelog 3.txt,1624738236.4925199,1624738236.7020502,30145,255,1276.042847,256.888153,2.5,0,0.20953035354614258,74,13
log1,aoelog 3.txt,1624738236.4925199,1624738236.7020502,30145,255,1276.042847,256.888153,2.5,75,0.20953035354614258,75,13
log1,aoelog 3.txt,1624738236.4925199,1624738236.7020502,30145,255,1270.386108,256.888153,2.5,0,0.20953035354614258,76,11
log1,aoelog 3.txt,1624738236.4925199,1624738236.7020502,30145,255,1270.386108,256.888153,2.5,75,0.20953035354614258,77,11
log1,aoelog 3.txt,1624738236.4925199,1624738236.7020502,30145,255,1270.386108,251.231308,2.5,0,0.20953035354614258,78,9
log1,aoelog 3.txt,1624738236.4925199,1624738236.7020502,30145,255,1270.386108,251.231308,2.5,75,0.20953035354614258,79,9
log1,aoelog 3.txt,1624738236.4925199,1624738236.7010531,30145,255,1276.042847,251.231308,2.5,0,0.20853328704833984,80,7
log1,aoelog 3.txt,1624738236.4925199,1624738236.7010531,30145,255,1276.042847,251.231308,2.5,75,0.20853328704833984,81,7
log1,aoelog 3.txt,1624738237.6971228,1624738237.9077697,30145,255,1276.042847,256.888153,2.5,0,0.2106468677520752,82,13
log1,aoelog 3.txt,1624738237.6971228,1624738237.9077697,30145,255,1276.042847,256.888153,2.5,75,0.2106468677520752,83,13
log1,aoelog 3.txt,1624738237.6971228,1624738237.9077697,30145,255,1270.386108,256.888153,2.5,0,0.2106468677520752,84,11
log1,aoelog 3.txt,1624738237.6971228,1624738237.9077697,30145,255,1270.386108,256.888153,2.5,75,0.2106468677520752,85,11
log1,aoelog 3.txt,1624738237.6971228,1624738237.9068084,30145,255,1270.386108,251.231308,2.5,0,0.2096855640411377,86,9
log1,aoelog 3.txt,1624738237.6971228,1624738237.9068084,30145,255,1270.386108,251.231308,2.5,75,0.2096855640411377,87,9
log1,aoelog 3.txt,1624738237.6971228,1624738237.9068084,30145,255,1276.042847,251.231308,2.5,0,0.2096855640411377,88,7
log1,aoelog 3.txt,1624738237.6971228,1624738237.9068084,30145,255,1276.042847,251.231308,2.5,75,0.2096855640411377,89,7
log1,aoelog 3.txt,1624738238.8971353,1624738239.1145868,30145,255,1276.042847,256.888153,2.5,0,0.2174515724182129,90,13
log1,aoelog 3.txt,1624738238.8971353,1624738239.1145868,30145,255,1276.042847,256.888153,2.5,75,0.2174515724182129,91,13
log1,aoelog 3.txt,1624738238.8971353,1624738239.1145868,30145,255,1270.386108,256.888153,2.5,0,0.2174515724182129,92,11
log1,aoelog 3.txt,1624738238.8971353,1624738239.1145868,30145,255,1270.386108,256.888153,2.5,75,0.2174515724182129,93,11
log1,aoelog 3.txt,1624738238.8971353,1624738239.1135585,30145,255,1270.386108,251.231308,2.5,0,0.21642327308654785,94,9
log1,aoelog 3.txt,1624738238.8971353,1624738239.1145868,30145,255,1270.386108,251.231308,2.5,75,0.2174515724182129,95,9
log1,aoelog 3.txt,1624738238.8981295,1624738239.1135585,30145,255,1276.042847,251.231308,2.5,0,0.21542906761169434,96,7
log1,aoelog 3.txt,1624738238.8981295,1624738239.1135585,30145,255,1276.042847,251.231308,2.5,75,0.21542906761169434,97,7
log1,aoelog 3.txt,1624739069.4521153,1624739070.862201,1620,-65536,1131.795776,921.477112,4.0,150,1.410085678100586,98,7
log1,aoelog 3.txt,1624739069.4521153,1624739070.862201,1620,-65536,1131.795776,921.477112,4.0,150,1.410085678100586,99,7
log1,aoelog 3.txt,1624739072.6487296,1624739074.067679,1620,-65536,1130.22583,929.587708,4.0,150,1.4189493656158447,100,7
log1,aoelog 3.txt,1624739072.6487296,1624739074.067679,1620,-65536,1130.22583,929.587708,4.0,150,1.4189493656158447,101,7
log1,aoelog 3.txt,1624739075.8522975,1624739077.2714863,1620,-65536,1127.137573,920.958496,4.0,150,1.4191887378692627,102,7
log1,aoelog 3.txt,1624739075.8532956,1624739077.2714863,1620,-65536,1127.137573,920.958496,4.0,150,1.4181907176971436,103,7
log1,aoelog 3.txt,1624739075.8532956,1624739077.2724833,1620,-65536,1127.137573,920.958496,4.0,150,1.4191877841949463,104,7
log1,aoelog 3.txt,1624739088.6655116,1624739090.084954,1620,-65536,1118.951782,926.663391,4.0,150,1.4194424152374268,105,7
log1,aoelog 3.txt,1624739088.666509,1624739090.084954,1620,-65536,1118.951782,926.663391,4.0,150,1.418445110321045,106,7
log1,aoelog 3.txt,1624739088.666509,1624739090.084954,1620,-65536,1118.951782,926.663391,4.0,150,1.418445110321045,107,7
log1,aoelog 3.txt,1624739092.0740535,1624739093.4843059,1620,-65536,1119.728271,933.073303,4.0,150,1.410252332687378,108,7
log1,aoelog 3.txt,1624739092.0750513,1624739093.4852703,1620,-65536,1119.728271,933.073303,4.0,150,1.4102189540863037,109,7
log1,aoelog 3.txt,1624739092.0750513,1624739093.4852703,1620,-65536,1119.728271,933.073303,4.0,150,1.4102189540863037,110,7
log1,aoelog 3.txt,1624739095.269364,1624739096.6832783,1620,-65536,1127.424805,926.858887,4.0,150,1.4139142036437988,111,7
log1,aoelog 3.txt,1624739095.269364,1624739096.684277,1620,-65536,1127.424805,926.858887,4.0,150,1.4149129390716553,112,7
log1,aoelog 3.txt,1624739098.4766111,1624739099.9693656,1620,-65536,1120.871948,929.000549,4.0,150,1.4927544593811035,113,7
log1,aoelog 3.txt,1624739098.4766111,1624739099.9693656,1620,-65536,1120.871948,929.000549,4.0,150,1.4927544593811035,114,7
log1,aoelog 3.txt,1624739101.7616131,1624739103.174657,1620,-65536,1126.194946,932.810242,4.0,150,1.4130439758300781,115,7
log1,aoelog 3.txt,1624739101.7616131,1624739103.174657,1620,-65536,1126.194946,932.810242,4.0,150,1.4130439758300781,116,7
log1,aoelog 3.txt,1624739104.9726884,1624739106.383349,1620,-65536,1128.650635,931.150146,4.0,150,1.4106605052947998,117,7
log1,aoelog 3.txt,1624739105.5720387,1624739107.0728862,1620,-65536,1128.165039,934.144653,4.0,150,1.500847578048706,118,7
log1,aoelog 3.txt,1624739108.2617576,1624739109.67449,1620,-65536,1127.047852,928.090637,4.0,150,1.4127323627471924,119,7
log1,aoelog 3.txt,1624739108.8655546,1624739110.2795157,1620,-65536,1130.265137,929.408813,4.0,150,1.4139611721038818,120,7
log1,aoelog 3.txt,1624739111.4666038,1624739112.8767102,1620,-65536,1124.577026,929.710632,4.0,150,1.4101064205169678,121,7
log1,aoelog 3.txt,1624739112.2327535,1624739113.4805145,1620,-65536,1124.577026,929.710632,4.0,150,1.2477610111236572,122,7
log1,aoelog 3.txt,1624739113.8594687,1624739115.2724059,1620,-65536,1131.565063,927.082581,4.0,150,1.4129371643066406,123,7
log1,aoelog 3.txt,1624739115.460816,1624739116.835567,1620,-65536,1126.035767,934.716064,4.0,150,1.374751091003418,124,7
log1,aoelog 3.txt,1624739118.6631532,1624739120.081736,1620,-65536,1125.441895,934.731812,4.0,150,1.4185829162597656,125,7
log1,aoelog 3.txt,1624739121.8731794,1624739123.2792797,1620,-65536,1123.679321,932.437256,4.0,150,1.4061002731323242,126,7
log1,aoelog 3.txt,1624739130.065966,1624739131.4797149,1620,-65536,1110.900757,919.28479,4.0,150,1.4137489795684814,127,8
log1,aoelog 3.txt,1624739150.6393335,1624739152.0550725,1620,-65536,1103.098999,906.1474,4.0,150,1.4157390594482422,128,8
log1,aoelog 3.txt,1624739157.1063156,1624739158.5135276,1620,-65536,1100.630249,910.26709,4.0,150,1.4072120189666748,129,8
log1,aoelog 3.txt,1624739162.5066197,1624739163.9201686,1620,-65536,1110.693726,910.814392,4.0,150,1.4135489463806152,130,8
log1,aoelog 3.txt,1624739163.5120628,1624739164.9182878,1620,-65536,1107.16394,906.132507,4.0,150,1.4062249660491943,131,8
log1,aoelog 3.txt,1624739166.8067923,1624739168.2959952,1620,-65536,1102.776489,919.14801,4.0,150,1.4892029762268066,132,8
log1,aoelog 3.txt,1624739172.5648744,1624739173.9745295,1620,-65536,1115.249878,909.566895,4.0,150,1.4096550941467285,133,8
log1,aoelog 3.txt,1624739173.5644236,1624739174.9795256,1620,-65536,1112.15979,917.319031,4.0,150,1.4151020050048828,134,8
log1,aoelog 3.txt,1624739176.7738605,1624739178.1769168,1620,-65536,1104.138062,918.222717,4.0,150,1.4030563831329346,135,8
log1,aoelog 3.txt,1624739664.40065,1624739665.811904,1620,-65536,1415.582764,1067.68042,4.0,150,1.4112539291381836,150,8
log1,aoelog 3.txt,1624739664.401611,1624739665.811904,1620,-65536,1415.582764,1067.68042,4.0,150,1.4102928638458252,151,8
log1,aoelog 3.txt,1624739934.5625398,1624739935.9738653,1620,-65536,1105.904907,817.482971,4.0,150,1.411325454711914,157,10
log1,aoelog 3.txt,1624739934.7590046,1624739936.178649,1620,-65536,1105.904907,813.540405,4.0,150,1.4196443557739258,158,10
log1,aoelog 3.txt,1624740044.5252242,1624740045.9492292,1620,-65536,1447.129883,1078.172241,4.0,150,1.4240050315856934,160,10
log1,aoelog 3.txt,1624740142.3836997,1624740143.8007522,1620,-65536,865.657104,914.960083,4.0,150,1.4170525074005127,168,10
log1,aoelog 3.txt,1624740144.587792,1624740146.00341,1620,-65536,883.52356,920.095886,4.0,150,1.4156181812286377,169,10
log1,aoelog 3.txt,1624740215.4208198,1624740216.8241239,1620,-65536,790.045776,953.139221,4.0,150,1.403304100036621,170,10
log1,aoelog 3.txt,1624740242.8398376,1624740244.3876195,1620,-65536,769.13269,972.514954,4.0,150,1.5477819442749023,171,10
log1,aoelog 3.txt,1624740243.0361385,1624740244.7821207,1620,-65536,769.13269,970.598816,4.0,150,1.7459821701049805,172,10
log1,aoelog 3.txt,1624740244.730262,1624740246.0321999,1620,-65536,760.946594,972.262268,4.0,150,1.3019378185272217,173,10
log1,aoelog 3.txt,1624740290.7001314,1624740292.0227988,1620,-65536,998.328735,862.954651,4.0,150,1.3226673603057861,174,12
log1,aoelog 3.txt,1624740291.8472857,1624740293.2269273,1620,-65536,1012.411133,870.142151,4.0,150,1.3796415328979492,175,12
log1,aoelog 3.txt,1624740293.4093723,1624740294.9961822,1620,-65536,1007.866028,861.456482,4.0,150,1.5868098735809326,176,12
log1,aoelog 3.txt,1624740296.6112192,1624740298.0345263,1620,-65536,1011.556641,871.301636,4.0,150,1.423307180404663,177,12
log1,aoelog 3.txt,1624740302.2969503,1624740303.6525178,1620,-65536,1053.222046,895.09082,4.0,150,1.355567455291748,178,12
log1,aoelog 3.txt,1624740302.6349413,1624740303.8539896,1620,-65536,1053.222046,897.11731,4.0,150,1.219048261642456,179,12
log1,aoelog 3.txt,1624740311.2389874,1624740312.7304583,1620,-65536,1072.964966,891.053406,4.0,150,1.4914708137512207,180,12
log1,aoelog 3.txt,1624740316.1356924,1624740317.5633042,1620,-65536,1028.797241,867.268921,4.0,150,1.4276118278503418,181,12
log1,aoelog 3.txt,1624740324.2068856,1624740325.6198504,1620,-65536,1014.654785,835.772461,4.0,150,1.4129648208618164,182,12
log1,aoelog 3.txt,1624740324.3970397,1624740325.9173796,1620,-65536,1014.654785,835.772461,4.0,150,1.5203399658203125,183,12
log1,aoelog 3.txt,1624740327.550763,1624740328.9597194,1620,-65536,1015.863403,834.736511,4.0,150,1.408956527709961,184,12
log1,aoelog 3.txt,1624740327.7441323,1624740329.3033335,1620,-65536,1017.079468,833.489685,4.0,150,1.5592012405395508,185,12
log1,aoelog 3.txt,1624740371.9623504,1624740373.3607683,26569,-65536,781.093811,720.111816,2.0,200,1.3984179496765137,189,13
log1,aoelog 3.txt,1624740385.079503,1624740386.5228097,26567,-65536,782.787964,728.128418,3.0,120,1.4433066844940186,190,13
log1,aoelog 3.txt,1624740710.8306658,1624740712.3588002,22047,-65536,14.820148,19.350544,3.0,280,1.5281343460083008,192,13
log1,aoelog 3.txt,1624740824.2408378,1624740825.6527767,6757,-65536,34.420635,29.453297,4.0,40,1.4119389057159424,193,16
log1,aoelog 3.txt,1624740824.2408378,1624740825.6527767,6757,-65536,34.420635,29.453297,4.0,40,1.4119389057159424,194,16
log1,aoelog 3.txt,1624740824.2408378,1624740825.6537774,6757,-65536,34.849358,21.972982,4.0,40,1.4129395484924316,195,16
log1,aoelog 3.txt,1624740824.2418392,1624740825.6537774,6757,-65536,34.420635,29.453297,4.0,40,1.411938190460205,196,16
log1,aoelog 3.txt,1624740824.2418392,1624740825.6537774,6757,-65536,34.420635,29.453297,4.0,40,1.411938190460205,197,16
log1,aoelog 3.txt,1624740825.6367855,1624740827.0470889,6757,-65536,26.990883,33.084167,4.0,40,1.4103033542633057,198,18
log1,aoelog 3.txt,1624740825.6367855,1624740827.0470889,6757,-65536,38.74691,32.879822,4.0,40,1.4103033542633057,199,17
log1,aoelog 3.txt,1624740825.6367855,1624740827.0460596,6757,-65536,37.160877,45.799118,4.0,40,1.4092741012573242,200,16
log1,aoelog 3.txt,1624740969.4609866,1624740970.8957236,26567,-65536,507.297028,861.283569,3.0,120,1.434736967086792,205,16
log1,aoelog 3.txt,1624741030.1170778,1624741031.4200218,26567,-65536,944.355774,1714.048828,3.0,120,1.3029439449310303,207,16
log1,aoelog 3.txt,1624741031.3781261,1624741032.7928588,26567,-65536,942.840515,1713.205811,3.0,120,1.4147326946258545,209,16
log1,aoelog 4.txt,1624745309.301328,1624745310.7699878,22047,-65536,16.227951,11.39347,3.0,280,1.4686598777770996,234,16
log1,aoelog 4.txt,1624745311.2935884,1624745312.7438908,22061,65280,16.174301,14.119738,3.0,200,1.4503023624420166,235,16
log1,aoelog 6.txt,1624762547.357367,1624762548.7689364,1620,-65536,895.259033,962.432251,4.0,150,1.411569356918335,236,19
log1,aoelog 6.txt,1624762548.958991,1624762550.370979,1620,-65536,884.481567,956.760803,4.0,150,1.4119880199432373,237,19
log1,aoelog 6.txt,1624762550.5630827,1624762551.9820936,1620,-65536,891.596619,954.004822,4.0,150,1.419010877609253,238,19
log1,aoelog 6.txt,1624762551.1681309,1624762552.5683339,1620,-65536,893.905212,957.255005,4.0,150,1.400202989578247,239,19
log1,aoelog 6.txt,1624762552.1603475,1624762553.5729485,1620,-65536,890.601257,961.13092,4.0,150,1.4126009941101074,240,19
log1,aoelog 6.txt,1624762555.3607028,1624762556.7759593,1620,-65536,889.558472,960.664368,4.0,150,1.4152565002441406,241,19
log1,aoelog 6.txt,1624762562.999765,1624762564.3795462,1620,-65536,868.71698,960.497131,4.0,150,1.3797812461853027,242,19
log1,aoelog 6.txt,1624762563.1714966,1624762564.5820189,1620,-65536,868.71698,962.283875,4.0,150,1.410522222518921,243,19
log1,aoelog 6.txt,1624762563.7700243,1624762565.178706,1620,-65536,870.669556,966.42926,4.0,150,1.4086816310882568,244,19
log1,aoelog 6.txt,1624762565.5753236,1624762566.9791353,1620,-65536,874.729309,963.20874,4.0,150,1.4038116931915283,245,19
log1,aoelog 6.txt,1624762566.1688163,1624762567.5826507,1620,-65536,875.309998,958.469849,4.0,150,1.4138343334197998,246,19
log1,aoelog 6.txt,1624762566.3715441,1624762567.7824423,1620,-65536,874.021057,957.180908,4.0,150,1.410898208618164,247,19
log1,aoelog 6.txt,1624762566.9692056,1624762568.3847084,1620,-65536,872.694397,956.639343,4.0,150,1.4155027866363525,248,19
log1,aoelog 6.txt,1624762567.5706832,1624762568.982337,1620,-65536,869.501526,957.305481,4.0,150,1.411653757095337,249,19
log1,aoelog 6.txt,1624762568.7761607,1624762570.1826365,1620,-65536,868.964783,964.743042,4.0,150,1.4064757823944092,250,19
log1,aoelog 6.txt,1624762569.3720868,1624762570.789664,1620,-65536,870.256714,967.153931,4.0,150,1.4175772666931152,251,19
log1,aoelog 6.txt,1624762569.571762,1624762570.9817944,1620,-65536,871.427429,967.900513,4.0,150,1.4100322723388672,252,19
log1,aoelog 6.txt,1624762570.1736608,1624762571.5911314,1620,-65536,872.735901,967.900513,4.0,150,1.4174706935882568,253,19
log1,aoelog 6.txt,1624762571.9732695,1624762573.393412,1620,-65536,874.973206,959.514648,4.0,150,1.420142650604248,254,19
log1,aoelog 6.txt,1624762572.7728298,1624762574.186045,1620,-65536,874.175598,954.701355,4.0,150,1.413215160369873,255,19
log1,aoelog 6.txt,1624762573.3734715,1624762574.785886,1620,-65536,870.02533,955.352173,4.0,150,1.41241455078125,256,19
log1,aoelog 6.txt,1624762573.9726515,1624762575.3864655,1620,-65536,868.455627,960.017151,4.0,150,1.4138140678405762,257,19
log1,aoelog 6.txt,1624762575.1758127,1624762576.5896077,1620,-65536,870.274719,964.866333,4.0,150,1.413794994354248,258,19
log1,aoelog 6.txt,1624762576.5776243,1624762577.9922202,1620,-65536,875.704773,961.078613,4.0,150,1.4145958423614502,259,19
log1,aoelog 6.txt,1624762577.1747658,1624762578.5898046,1620,-65536,874.671082,958.438599,4.0,150,1.415038824081421,260,19
log1,aoelog 6.txt,1624762578.3786943,1624762579.7960877,1620,-65536,868.771851,956.555054,4.0,150,1.417393445968628,261,19
log1,aoelog 6.txt,1624762580.37839,1624762581.793525,1620,-65536,869.630493,964.991943,4.0,150,1.4151349067687988,262,19
log1,aoelog 6.txt,1624762581.5797906,1624762583.0000274,1620,-65536,870.382202,964.290833,4.0,150,1.4202368259429932,263,19
log1,aoelog 6.txt,1624762679.026913,1624762680.4501219,3422,-65536,1124.059326,555.810242,4.0,100,1.4232089519500732,265,20
log1,aoelog 6.txt,1624762679.026913,1624762680.4501219,3422,-65536,1141.78833,551.271301,4.0,100,1.4232089519500732,266,19
log1,aoelog 6.txt,1624762791.9668822,1624762793.3417804,22061,65280,16.47044,19.977556,3.0,200,1.3748981952667236,267,21
log1,aoelog 6.txt,1624762901.1941893,1624762902.6116445,1620,-65536,1072.051147,1115.526367,4.0,150,1.4174551963806152,268,21
log1,aoelog 7.txt,1624763330.8428898,1624763332.2637167,1620,-65536,953.191162,1199.749634,4.0,150,1.4208269119262695,269,22
log1,aoelog 7.txt,1624763332.043222,1624763333.457896,1620,-65536,956.055359,1191.963623,4.0,150,1.4146740436553955,270,22
log1,aoelog 7.txt,1624763338.2452893,1624763339.6636188,1620,-65536,940.109497,1180.846069,4.0,150,1.4183294773101807,272,22
log1,aoelog 7.txt,1624763344.650204,1624763346.0639296,1620,-65536,926.418335,1180.192261,4.0,150,1.4137256145477295,273,22
log1,aoelog 7.txt,1624763346.6497421,1624763348.0674715,1620,-65536,926.177124,1174.855469,4.0,150,1.417729377746582,274,22
log1,aoelog 7.txt,1624763349.2513683,1624763350.666069,1620,-65536,920.636292,1169.325806,4.0,150,1.4147007465362549,275,22
log1,aoelog 7.txt,1624763350.4555914,1624763351.8690693,1620,-65536,916.522583,1175.155762,4.0,150,1.413477897644043,276,22
log1,aoelog 7.txt,1624763360.867365,1624763362.2750878,1620,-65536,964.497498,1183.324585,4.0,150,1.4077229499816895,277,22
log1,aoelog 7.txt,1624763361.4597383,1624763362.8740537,1620,-65536,961.167419,1182.910889,4.0,150,1.4143154621124268,278,22
log1,aoelog 7.txt,1624763391.081984,1624763392.4962256,1620,-65536,1038.516235,1153.488525,4.0,150,1.4142415523529053,279,22
log1,aoelog 7.txt,1624763391.2687538,1624763392.6928778,1620,-65536,1038.516235,1153.488525,4.0,150,1.424124002456665,280,22
log1,aoelog 7.txt,1624763436.0843186,1624763437.5041864,1620,-65536,927.84491,1048.222656,4.0,150,1.419867753982544,281,22
log1,aoelog 7.txt,1624763436.2878354,1624763437.706607,1620,-65536,929.204834,1047.677856,4.0,150,1.418771743774414,282,22
log1,aoelog 7.txt,1624763436.4861183,1624763437.9071627,1620,-65536,929.627686,1049.260498,4.0,150,1.4210443496704102,283,22
log1,aoelog 7.txt,1624763445.485456,1624763446.9062524,1620,-65536,947.013184,1042.256592,4.0,150,1.4207963943481445,284,22
log1,aoelog 7.txt,1624763446.6860344,1624763448.103143,1620,-65536,948.427246,1033.588745,4.0,150,1.4171085357666016,285,22
log1,aoelog 7.txt,1624763449.8900208,1624763451.3044317,1620,-65536,955.286011,1049.619995,4.0,150,1.4144108295440674,286,22
log1,aoelog 7.txt,1624763449.8900208,1624763451.307423,1620,-65536,955.286011,1049.619995,4.0,150,1.4174022674560547,287,22
log1,aoelog 7.txt,1624763452.487356,1624763453.9046001,1620,-65536,960.847961,1037.427002,4.0,150,1.4172441959381104,288,22
log1,aoelog 7.txt,1624763472.9144244,1624763474.3169887,1620,-65536,979.853271,1032.414673,4.0,150,1.402564287185669,289,23
log1,aoelog 7.txt,1624763473.2962892,1624763474.7191172,1620,-65536,979.325439,1029.884155,4.0,150,1.422827959060669,290,23
log1,aoelog 7.txt,1624763476.502018,1624763477.9367242,1620,-65536,972.824707,1031.76709,4.0,150,1.434706211090088,291,23
log2,aoelog 0.txt,1624764233.248436,1624764234.7145653,26569,-65536,1256.158081,769.651855,2.0,200,1.4661293029785156,320,23
log2,aoelog 0.txt,1624764238.4549677,1624764239.8752325,26569,-65536,1258.497681,767.631653,2.0,200,1.420264720916748,321,23
log2,aoelog 0.txt,1624764243.654277,1624764245.1015742,26569,-65536,1254.314575,767.195312,2.0,200,1.4472970962524414,322,23
log2,aoelog 0.txt,1624764355.554379,1624764356.9816127,26569,-65536,1253.947876,766.163452,2.0,200,1.4272336959838867,330,24
log2,aoelog 0.txt,1624764392.990272,1624764394.4082592,1620,-65536,916.429626,1068.650146,4.0,150,1.4179871082305908,331,26
log2,aoelog 0.txt,1624764393.5916421,1624764395.007286,1620,-65536,912.725098,1072.842529,4.0,150,1.4156439304351807,332,26
log2,aoelog 0.txt,1624764395.5921159,1624764397.0329356,1620,-65536,909.155945,1063.605591,4.0,150,1.4408197402954102,333,26
log2,aoelog 0.txt,1624764764.369231,1624764765.7980099,1620,-65536,1049.121704,1012.114319,4.0,150,1.428778886795044,335,26
log2,aoelog 0.txt,1624764904.1711237,1624764905.5743291,1620,-65536,1084.619873,812.023499,4.0,150,1.403205394744873,339,27
log2,aoelog 0.txt,1624764904.5621617,1624764905.9766214,1620,-65536,1084.619873,811.024719,4.0,150,1.4144597053527832,340,27
log2,aoelog 0.txt,1624764904.961798,1624764906.3802526,1620,-65536,1084.880005,809.893494,4.0,150,1.418454647064209,341,27
log2,aoelog 0.txt,1624764934.8044925,1624764936.219484,1620,-65536,1143.752563,828.678894,4.0,150,1.4149916172027588,342,27
log2,aoelog 0.txt,1624764936.4051466,1624764937.83039,1620,-65536,1151.184814,826.203735,4.0,150,1.4252433776855469,343,27
log2,aoelog 0.txt,1624764965.821366,1624764967.2418804,1620,-65536,1100.211426,888.468384,4.0,150,1.4205143451690674,344,27
log2,aoelog 0.txt,1624764968.4239612,1624764969.852061,1620,-65536,1098.151855,898.097046,4.0,150,1.4280998706817627,345,27
log2,aoelog 0.txt,1624764969.0228677,1624764970.4444594,1620,-65536,1097.058105,900.706421,4.0,150,1.4215917587280273,346,27
log2,aoelog 0.txt,1624764971.021454,1624764972.450959,1620,-65536,1094.937744,897.593323,4.0,150,1.4295048713684082,347,27
log2,aoelog 0.txt,1624764974.230883,1624764975.6896975,1620,-65536,1091.651001,893.482361,4.0,150,1.4588146209716797,348,27
log2,aoelog 0.txt,1624765035.4792597,1624765036.6919382,1620,-65536,1440.003174,1053.113892,4.0,150,1.2126784324645996,350,27
log2,aoelog 0.txt,1624765035.4792597,1624765036.69289,1620,-65536,1440.003174,1053.113892,4.0,150,1.213630199432373,351,27
log2,aoelog 0.txt,1624765038.6804917,1624765040.090919,1620,-65536,1448.32666,1058.447144,4.0,150,1.4104273319244385,352,29
log2,aoelog 0.txt,1624765038.6804917,1624765040.0919182,1620,-65536,1448.32666,1058.447144,4.0,150,1.4114265441894531,353,29
